id_cliente,nome_cliente,sobrenome_cliente,data_nascimento,sexo,email_cliente,aceita_receber_newsletter,celular_cliente,whatsapp,aceita_receber_mensagens,fixo_cliente,logradouro,numero,bairro,cep,estado,ticket_medio,produtos_saudaveis_percentual
268,Townsend,Castilla,1961-10-12 06:13:22.143596,Outros,tcastilla7f@gmail.com,Não,174-763-1316,Sim,Não,860-824-2852,Beilfuss,794,Copacabana,220009-000,RJ,300.84,10.83
269,Amble,MacGragh,1970-07-30 06:13:22.143596,Masculino,amacgragh7g@hotmail.com,Não,862-393-0396,Não,Não,428-850-8841,Heffernan,48,Copacabana,220008-000,RJ,439.72,12.27
270,Roger,Lowers,2004-09-26 06:13:22.143596,Masculino,rlowers7h@gmail.com,Sim,955-898-8599,Sim,Sim,974-100-1087,Superior,87,Copacabana,220001-000,RJ,240.71,32.45
271,Clair,Leebetter,2006-09-19 06:13:22.143596,Masculino,cleebetter7i@hotmail.com,Não,542-141-2586,Sim,Não,747-759-7416,Grayhawk,485,Tijuca,205006-000,RJ,104.13,40.12
272,Barbra,Eliasson,1964-12-11 06:13:22.143596,Feminino,beliasson7j@hotmail.com,Sim,892-306-8355,Não,Não,242-694-1653,Holy Cross,839,Copacabana,220006-000,RJ,243.75,7.95
273,Lucius,Aleshkov,1994-10-05 06:13:22.143596,Masculino,laleshkov7k@gmail.com,Não,756-317-7456,Sim,Não,661-265-7065,Kings,197,Tijuca,205009-000,RJ,371.32,27.16
274,Regan,Josephy,1996-12-14 06:13:22.143596,Masculino,rjosephy7l@hotmail.com,Não,402-162-0804,Sim,Sim,605-376-5680,Johnson,87,Barra da Tijuca,226002-000,RJ,483.26,18.08
275,Reinold,Simla,1974-03-30 06:13:22.143596,Masculino,rsimla7m@hotmail.com,Sim,908-444-3503,Sim,Sim,982-355-5041,Ridgeview,61,Tijuca,205009-000,RJ,439.14,80.11
276,Emanuele,Hovee,1985-04-12 06:13:22.143596,Outros,ehovee7n@gmail.com,Não,281-205-5545,Não,Não,105-728-3955,Farwell,1,Barra da Tijuca,226004-000,RJ,259.51,10.64
277,Obidiah,McVicar,1976-09-11 06:13:22.143596,Masculino,omcvicar7o@hotmail.com,Não,771-139-4365,Sim,Sim,373-771-4188,Eliot,73,Copacabana,220005-000,RJ,194.25,17.8
278,Jewel,Simmig,1997-12-22 06:13:22.143596,Feminino,jsimmig7p@hotmail.com,Não,281-154-7260,Não,Sim,417-198-2895,Rigney,88210,Tijuca,205004-000,RJ,136.77,77.34
279,Junia,Conachy,1972-01-11 06:13:22.143596,Feminino,jconachy7q@hotmail.com,Não,208-164-4935,Sim,Sim,768-898-7496,Farwell,25559,Copacabana,220005-000,RJ,109.24,82.44
280,Fraze,Barnson,1961-02-18 06:13:22.143596,Masculino,fbarnson7r@hotmail.com,Não,876-410-5037,Sim,Sim,427-224-1625,Oak,349,Copacabana,220006-000,RJ,311.1,56.53
281,Waiter,Thiolier,1977-10-31 06:13:22.143596,Outros,wthiolier7s@gmail.com,Sim,650-443-9306,Sim,Não,976-628-7911,Fair Oaks,10365,Copacabana,220002-000,RJ,168.76,87.17
282,Laurice,Saffrin,1981-07-13 06:13:22.143596,Feminino,lsaffrin7t@gmail.com,Sim,234-568-0184,Sim,Sim,226-325-8872,Oak Valley,2,Copacabana,220006-000,RJ,209.75,65.61
283,Maurie,Dyble,1985-01-06 06:13:22.143596,Masculino,mdyble7u@hotmail.com,Sim,412-982-4438,Não,Não,479-667-6474,Bashford,46012,Copacabana,220006-000,RJ,88.79,66.45
284,Amandie,Winpenny,1970-06-18 06:13:22.143596,Feminino,awinpenny7v@hotmail.com,Sim,370-400-1587,Sim,Sim,461-624-3366,Del Mar,43500,Barra da Tijuca,226003-000,RJ,382.49,72.32
285,Abram,Kupker,2007-05-13 06:13:22.143596,Masculino,akupker7w@gmail.com,Sim,586-474-6941,Sim,Sim,429-565-8879,Manufacturers,283,Copacabana,220004-000,RJ,180.41,43.65
286,Dyann,Jinkin,1961-02-19 06:13:22.143596,Feminino,djinkin7x@hotmail.com,Sim,864-801-8494,Não,Sim,366-533-3682,Grover,6,Barra da Tijuca,226005-000,RJ,246.74,55.62
287,Lizzy,Vlasin,1964-04-04 06:13:22.143596,Feminino,lvlasin7y@hotmail.com,Sim,707-618-7193,Sim,Não,397-637-7042,Maywood,8,Copacabana,220009-000,RJ,486.31,88.8
288,Tatiania,Edger,1961-08-20 06:13:22.143596,Feminino,tedger7z@hotmail.com,Não,558-360-8323,Sim,Não,451-701-7685,Lawn,8877,Tijuca,205004-000,RJ,132.22,93.1
289,Chauncey,Webermann,2002-08-02 06:13:22.143596,Masculino,cwebermann80@gmail.com,Sim,256-244-6396,Não,Sim,966-530-0724,Pennsylvania,344,Tijuca,205004-000,RJ,287.59,99.5
290,Zollie,Edmund,1986-07-29 06:13:22.143596,Masculino,zedmund81@hotmail.com,Não,364-357-6148,Não,Sim,370-803-4842,Susan,7,Barra da Tijuca,226001-000,RJ,243.06,67.37
291,Koralle,Renny,1996-11-24 06:13:22.143596,Feminino,krenny82@gmail.com,Sim,598-604-5396,Sim,Sim,798-860-9236,Roxbury,5539,Tijuca,205006-000,RJ,107.89,0.1
292,Gabi,Duckhouse,1974-10-28 06:13:22.143596,Feminino,gduckhouse83@gmail.com,Sim,401-841-5759,Sim,Não,911-320-0147,Sullivan,3,Tijuca,205001-000,RJ,490.28,6.05
293,Alfonso,Musson,1964-12-26 06:13:22.143596,Masculino,amusson84@hotmail.com,Não,238-213-5098,Sim,Não,869-727-9010,Elgar,8,Tijuca,205009-000,RJ,117.34,76.71
294,Demetris,Mollene,2005-07-03 06:13:22.143596,Feminino,dmollene85@hotmail.com,Não,770-376-7087,Sim,Não,878-823-5140,Norway Maple,62,Barra da Tijuca,226003-000,RJ,320.9,76.98
295,Mariska,Kerr,1979-02-20 06:13:22.143596,Feminino,mkerr86@hotmail.com,Sim,832-338-7774,Não,Sim,585-990-4758,Anthes,3822,Barra da Tijuca,226006-000,RJ,273.4,43.15
296,Jeremie,Larwood,1994-04-01 06:13:22.143596,Masculino,jlarwood87@gmail.com,Sim,894-676-6611,Sim,Sim,691-916-1778,Saint Paul,8,Tijuca,205009-000,RJ,282.18,40.51
297,Leontine,Ranshaw,1996-04-23 06:13:22.143596,Feminino,lranshaw88@gmail.com,Não,351-959-9157,Não,Não,339-631-1447,Main,782,Tijuca,205003-000,RJ,331.12,66.16
298,Nicolea,Loughhead,1992-02-14 06:13:22.143596,Feminino,nloughhead89@hotmail.com,Não,168-663-8419,Não,Não,382-858-2817,Pond,94349,Barra da Tijuca,226008-000,RJ,487.21,87.41
299,Wallas,Pau,2003-09-23 06:13:22.143596,Masculino,wpau8a@gmail.com,Sim,470-128-5012,Sim,Não,181-811-8174,Granby,5517,Barra da Tijuca,226005-000,RJ,159.38,85.71
300,Nathaniel,Tschirasche,1965-09-20 06:13:22.143596,Masculino,ntschirasche8b@gmail.com,Sim,365-720-0817,Sim,Não,820-877-6980,Scott,83201,Tijuca,205004-000,RJ,207.17,10.43
301,Cass,Ficken,1992-05-30 06:13:22.143596,Masculino,cficken8c@gmail.com,Não,161-282-1534,Sim,Não,210-194-3637,Elmside,2982,Copacabana,220008-000,RJ,55.44,65.34
302,Griffin,Scampion,1992-04-27 06:13:22.143596,Masculino,gscampion8d@gmail.com,Não,622-325-9201,Sim,Sim,912-430-0292,Burning Wood,3696,Copacabana,220007-000,RJ,492.17,44.32
303,Thedric,Sloam,1974-02-14 06:13:22.143596,Masculino,tsloam8e@hotmail.com,Sim,277-306-9358,Sim,Sim,695-782-1120,Oak Valley,432,Copacabana,220003-000,RJ,135.45,66.38
304,Roxane,Panas,1991-09-17 06:13:22.143596,Feminino,rpanas8f@hotmail.com,Sim,785-874-1932,Sim,Não,274-519-8474,Gerald,7468,Copacabana,220003-000,RJ,308.9,83.56
305,Wendel,Gerrish,1973-06-15 06:13:22.143596,Masculino,wgerrish8g@gmail.com,Sim,817-569-6410,Sim,Sim,263-571-6999,Homewood,9777,Copacabana,220007-000,RJ,361.94,30.93
306,Remus,Uman,2000-09-18 06:13:22.143596,Masculino,ruman8h@hotmail.com,Não,577-668-9199,Sim,Sim,205-778-4288,Mesta,13,Tijuca,205002-000,RJ,403.16,56.25
307,Nichols,Heustice,1981-10-18 06:13:22.143596,Masculino,nheustice8i@gmail.com,Sim,554-534-9878,Sim,Não,822-383-7721,Lakewood Gardens,54,Tijuca,205001-000,RJ,230.06,53.78
308,Christal,Storie,2001-02-05 06:13:22.143596,Feminino,cstorie8j@gmail.com,Não,615-654-4138,Sim,Não,843-916-4613,Steensland,71,Copacabana,220008-000,RJ,245.2,95.61
309,Crichton,Menel,1989-08-13 06:13:22.143596,Masculino,cmenel8k@gmail.com,Não,947-402-2159,Sim,Sim,506-855-3481,Beilfuss,563,Barra da Tijuca,226003-000,RJ,390.57,52.08
310,Vladamir,Clear,1976-11-27 06:13:22.143596,Masculino,vclear8l@hotmail.com,Não,176-912-3751,Sim,Sim,266-456-4757,Walton,60105,Barra da Tijuca,226008-000,RJ,67.34,25.61
311,Koral,Buckerfield,1992-09-10 06:13:22.143596,Feminino,kbuckerfield8m@hotmail.com,Não,561-939-9471,Não,Não,422-416-9307,Dorton,822,Tijuca,205005-000,RJ,351.81,97.3
312,Amberly,Korb,1987-05-09 06:13:22.143596,Outros,akorb8n@gmail.com,Não,660-638-8984,Não,Sim,634-725-8918,Surrey,9098,Tijuca,205007-000,RJ,63.3,63.7
313,Star,Ellcome,1972-09-01 06:13:22.143596,Feminino,sellcome8o@hotmail.com,Sim,333-215-4677,Sim,Sim,723-836-1133,Crowley,29,Barra da Tijuca,226001-000,RJ,191.42,80.56
314,Christean,Witheridge,2001-08-04 06:13:22.143596,Feminino,cwitheridge8p@gmail.com,Sim,668-829-2905,Sim,Não,706-654-9668,Springs,2,Tijuca,205001-000,RJ,432.44,60.66
315,Katey,McConnal,1972-05-04 06:13:22.143596,Feminino,kmcconnal8q@hotmail.com,Não,237-590-6180,Sim,Não,202-845-1654,Canary,21,Copacabana,220008-000,RJ,295.47,9.62
316,Nona,Rouge,1987-03-03 06:13:22.143596,Feminino,nrouge8r@hotmail.com,Não,206-113-5158,Sim,Não,799-144-5440,Montana,58279,Copacabana,220008-000,RJ,174.89,93.4
317,Rahel,Provost,1966-08-30 06:13:22.143596,Feminino,rprovost8s@gmail.com,Não,342-526-5954,Não,Não,959-158-0982,Eastwood,0,Copacabana,220001-000,RJ,139.92,68.11
318,Evvie,Minkin,1989-07-15 06:13:22.143596,Feminino,eminkin8t@hotmail.com,Não,557-413-4608,Sim,Não,675-240-9830,Shelley,1,Copacabana,220005-000,RJ,384.6,19.76
319,Aubrey,Wormstone,1976-05-07 06:13:22.143596,Outros,awormstone8u@hotmail.com,Não,589-119-9047,Não,Sim,557-587-2164,Dixon,5,Tijuca,205007-000,RJ,314.04,77.08
320,Eugene,Farloe,1989-12-11 06:13:22.143596,Outros,efarloe8v@hotmail.com,Sim,412-708-5160,Sim,Sim,853-833-0269,Carberry,7,Barra da Tijuca,226005-000,RJ,253.14,73.16
321,Balduin,Korneichuk,1978-02-22 06:13:22.143596,Masculino,bkorneichuk8w@hotmail.com,Não,974-311-9072,Sim,Não,984-757-3134,Lerdahl,2757,Tijuca,205002-000,RJ,298.66,18.96
322,Nealson,Rodolico,2006-01-29 06:13:22.143596,Masculino,nrodolico8x@hotmail.com,Sim,447-187-6723,Não,Não,816-600-4745,Bellgrove,395,Copacabana,220009-000,RJ,186.05,30.09
323,Gloria,Dudbridge,1999-11-15 06:13:22.143596,Feminino,gdudbridge8y@hotmail.com,Sim,407-387-9885,Não,Não,850-443-3865,Jackson,88,Barra da Tijuca,226004-000,RJ,491.59,42.2
324,Danica,Oakenfull,1997-06-14 06:13:22.143596,Feminino,doakenfull8z@hotmail.com,Não,447-303-2645,Não,Não,753-253-0793,Weeping Birch,557,Tijuca,205003-000,RJ,73.92,79.15
325,Staffard,McEachern,1989-10-08 06:13:22.143596,Masculino,smceachern90@gmail.com,Sim,696-312-4715,Sim,Sim,422-558-7717,Aberg,28924,Tijuca,205003-000,RJ,381.08,16.42
326,Reiko,O'Dunniom,1966-10-05 06:13:22.143596,Feminino,rodunniom91@gmail.com,Sim,931-156-7571,Sim,Não,598-588-4128,Sherman,43908,Copacabana,220004-000,RJ,205.04,64.67
327,Saxon,Litster,1997-04-03 06:13:22.143596,Masculino,slitster92@hotmail.com,Sim,319-822-9005,Sim,Sim,196-131-6622,Maple Wood,3652,Barra da Tijuca,226004-000,RJ,60.68,0.53
328,Ernaline,Vevers,2005-10-12 06:13:22.143596,Feminino,evevers93@gmail.com,Não,321-634-2118,Sim,Sim,142-513-4717,Westend,3325,Tijuca,205005-000,RJ,312.97,89.66
329,Chaim,Capinetti,1980-02-10 06:13:22.143596,Masculino,ccapinetti94@hotmail.com,Sim,415-847-4027,Não,Não,924-281-9336,Pleasure,7,Tijuca,205007-000,RJ,403.88,33.45
330,Tam,Minshull,1982-11-17 06:13:22.143596,Masculino,tminshull95@gmail.com,Sim,825-918-1941,Não,Não,520-152-6998,Brickson Park,4351,Copacabana,220001-000,RJ,114.57,13.49
331,Jillana,Aizik,1965-05-05 06:13:22.143596,Outros,jaizik96@gmail.com,Sim,149-526-4090,Não,Não,714-381-6255,Saint Paul,6761,Tijuca,205004-000,RJ,91.63,99.11
332,Marietta,Ilyasov,1980-05-25 06:13:22.143596,Masculino,milyasov97@gmail.com,Não,877-866-7307,Não,Sim,201-820-8564,Randy,921,Copacabana,220008-000,RJ,355.17,78.75
333,Carlin,Jarley,1982-11-04 06:13:22.143596,Masculino,cjarley98@gmail.com,Sim,625-889-6795,Não,Não,683-281-8147,6th,929,Barra da Tijuca,226006-000,RJ,400.49,4.5
334,Fulton,Choak,1982-03-10 06:13:22.143596,Masculino,fchoak99@gmail.com,Sim,308-323-1948,Sim,Sim,720-836-6439,Bellgrove,5,Barra da Tijuca,226004-000,RJ,81.12,29.51
335,Perry,Foxley,2007-05-25 06:13:22.143596,Feminino,pfoxley9a@gmail.com,Sim,719-546-9361,Não,Sim,626-231-5168,Bonner,2374,Barra da Tijuca,226005-000,RJ,80.97,6.37
336,Cinnamon,Pooly,1985-01-20 06:13:22.143596,Feminino,cpooly9b@hotmail.com,Não,112-152-6575,Não,Não,298-146-8902,Lakewood,513,Copacabana,220002-000,RJ,193.53,5.03
337,Doralyn,Ocklin,2001-06-18 06:13:22.143596,Feminino,docklin9c@gmail.com,Não,580-966-4495,Sim,Sim,411-763-4208,Vernon,33,Copacabana,220005-000,RJ,176.86,74.25
338,Sergei,Eakly,1996-04-09 06:13:22.143596,Masculino,seakly9d@gmail.com,Não,196-385-3585,Sim,Sim,709-167-0767,Larry,97062,Copacabana,220008-000,RJ,156.62,42.61
339,Alidia,Vercruysse,1983-02-21 06:13:22.143596,Feminino,avercruysse9e@gmail.com,Não,629-332-9647,Não,Sim,644-599-1277,Bartillon,962,Copacabana,220005-000,RJ,439.22,81.03
340,Carlyn,Beville,1993-03-12 06:13:22.143596,Feminino,cbeville9f@hotmail.com,Não,668-407-2830,Sim,Não,609-207-4567,Bultman,6,Barra da Tijuca,226006-000,RJ,360.45,25.39
341,Jose,Lapish,1995-01-31 06:13:22.143596,Outros,jlapish9g@hotmail.com,Não,574-246-5475,Sim,Sim,853-258-7004,Arrowood,38118,Barra da Tijuca,226009-000,RJ,478.02,11.26
342,Dyana,Sapir,1978-08-04 06:13:22.143596,Feminino,dsapir9h@gmail.com,Sim,639-901-0167,Sim,Sim,194-467-9631,Eagle Crest,5315,Barra da Tijuca,226009-000,RJ,199.08,78.96
343,Shelly,Earley,1994-09-30 06:13:22.143596,Feminino,searley9i@hotmail.com,Não,787-169-5478,Sim,Sim,589-603-1700,John Wall,68,Copacabana,220008-000,RJ,421.41,83.43
344,Norby,Whelpdale,1964-10-19 06:13:22.143596,Masculino,nwhelpdale9j@gmail.com,Não,255-200-0061,Não,Sim,794-469-4365,Heffernan,0,Barra da Tijuca,226001-000,RJ,54.61,3.64
345,Margareta,Runge,1992-05-06 06:13:22.143596,Feminino,mrunge9k@gmail.com,Sim,982-631-8097,Não,Sim,581-481-8687,Oak,86,Barra da Tijuca,226004-000,RJ,154.61,4.23
346,Tatiana,Janes,1984-02-19 06:13:22.143596,Outros,tjanes9l@gmail.com,Sim,820-475-0895,Não,Não,542-838-8207,Aberg,35,Copacabana,220009-000,RJ,151.32,8.55
347,Perl,Mouncher,1967-02-22 06:13:22.143596,Feminino,pmouncher9m@hotmail.com,Não,420-296-0774,Sim,Não,279-231-0643,Judy,696,Barra da Tijuca,226001-000,RJ,405.12,38.24
348,Normy,Dybbe,2006-05-27 06:13:22.143596,Masculino,ndybbe9n@gmail.com,Não,963-722-4618,Sim,Não,151-574-3670,Parkside,7,Barra da Tijuca,226003-000,RJ,161.54,8.54
349,Rodrick,Cocher,1980-05-25 06:13:22.143596,Masculino,rcocher9o@hotmail.com,Sim,894-169-6711,Não,Sim,668-563-3224,Lakeland,5,Barra da Tijuca,226005-000,RJ,317.77,52.73
350,Gwendolin,Zanicchi,1989-01-29 06:13:22.143596,Feminino,gzanicchi9p@gmail.com,Não,335-315-1693,Sim,Não,463-255-7928,Hanover,36,Tijuca,205007-000,RJ,401.31,62.68
351,Bliss,Eversley,1962-03-25 06:13:22.143596,Feminino,beversley9q@hotmail.com,Não,374-729-3927,Sim,Sim,246-213-2278,Corry,28099,Copacabana,220002-000,RJ,366.07,11.2
352,Alberto,Comsty,1984-06-12 06:13:22.143596,Masculino,acomsty9r@gmail.com,Sim,199-421-6669,Não,Não,994-286-7256,Roth,22456,Copacabana,220007-000,RJ,375.57,67.71
353,Rollin,Pick,1983-10-21 06:13:22.143596,Outros,rpick9s@gmail.com,Não,946-277-9692,Não,Não,601-187-2684,Sommers,43414,Copacabana,220006-000,RJ,113.4,28.61
354,Pegeen,Durber,1986-10-18 06:13:22.143596,Outros,pdurber9t@hotmail.com,Sim,642-298-9474,Não,Não,472-950-5937,Maple,6,Tijuca,205001-000,RJ,152.79,45.73
355,Sanderson,Crispin,1995-12-20 06:13:22.143596,Masculino,scrispin9u@hotmail.com,Não,996-687-8914,Não,Não,628-869-3712,Farragut,68,Tijuca,205004-000,RJ,210.0,35.36
356,Caressa,Sands,2007-03-11 06:13:22.143596,Feminino,csands9v@hotmail.com,Não,173-109-9757,Não,Não,899-339-3070,John Wall,7322,Tijuca,205007-000,RJ,244.42,13.9
357,Rawley,Bushill,1988-04-11 06:13:22.143596,Masculino,rbushill9w@gmail.com,Não,726-556-4279,Não,Não,915-318-2747,Stone Corner,4178,Tijuca,205009-000,RJ,277.29,51.95
358,Sofie,Whitsun,1984-09-11 06:13:22.143596,Feminino,swhitsun9x@gmail.com,Sim,580-267-8722,Sim,Não,922-750-7044,Merrick,0,Tijuca,205008-000,RJ,448.63,82.44
359,Andros,MacDonell,1984-03-06 06:13:22.143596,Masculino,amacdonell9y@gmail.com,Não,214-634-5168,Não,Não,416-215-0020,Cherokee,5141,Barra da Tijuca,226004-000,RJ,95.2,25.27
360,Ellie,Feuell,1995-10-25 06:13:22.143596,Feminino,efeuell9z@gmail.com,Sim,861-124-3000,Não,Não,794-184-2405,Tony,889,Barra da Tijuca,226004-000,RJ,294.0,68.03
361,Cesare,Kenney,2004-02-19 06:13:22.143596,Masculino,ckenneya0@gmail.com,Sim,988-340-4283,Não,Sim,506-940-1754,Northland,2451,Tijuca,205008-000,RJ,134.0,61.28
362,Freddy,Walduck,1967-01-04 06:13:22.143596,Feminino,fwalducka1@hotmail.com,Não,247-539-5316,Sim,Não,155-839-3199,Upham,96,Barra da Tijuca,226008-000,RJ,107.27,99.61
363,Emmett,Hatherall,1982-11-08 06:13:22.143596,Masculino,ehatheralla2@gmail.com,Sim,640-954-6136,Sim,Não,989-915-3758,Clemons,8198,Barra da Tijuca,226008-000,RJ,227.33,32.51
364,Verney,Pizzie,1968-11-13 06:13:22.143596,Masculino,vpizziea3@gmail.com,Sim,682-357-5850,Não,Não,929-465-2131,Golf View,9564,Copacabana,220002-000,RJ,431.21,60.53
365,Lorelei,Mussolini,1998-03-29 06:13:22.143596,Feminino,lmussolinia4@hotmail.com,Não,439-461-7612,Sim,Sim,297-367-5715,Oxford,21,Copacabana,220001-000,RJ,484.69,99.51
366,Eduino,Chewter,2001-04-25 06:13:22.143596,Masculino,echewtera5@gmail.com,Sim,370-741-8991,Sim,Não,510-186-4074,Sundown,6517,Barra da Tijuca,226005-000,RJ,456.47,27.56
367,Horatia,Kier,1980-04-08 06:13:22.143596,Feminino,hkiera6@hotmail.com,Não,694-253-7410,Não,Sim,446-818-8707,Loeprich,857,Copacabana,220007-000,RJ,318.83,62.76
368,Bryn,Ranklin,1971-01-18 06:13:22.143596,Masculino,branklina7@hotmail.com,Não,768-635-6307,Não,Sim,696-796-4636,Ridgeway,947,Tijuca,205007-000,RJ,465.06,95.35
369,Arda,Refford,1996-11-08 06:13:22.143596,Feminino,arefforda8@hotmail.com,Não,689-299-8820,Sim,Não,729-929-6992,Eagle Crest,7188,Copacabana,220009-000,RJ,414.81,93.97
370,Jana,Bewley,1969-11-25 06:13:22.143596,Feminino,jbewleya9@hotmail.com,Não,367-337-9990,Não,Sim,901-920-0863,Mayer,89,Copacabana,220008-000,RJ,250.56,64.8
371,Teodorico,Rycroft,1991-05-25 06:13:22.143596,Masculino,trycroftaa@hotmail.com,Não,692-689-3257,Sim,Sim,553-911-3626,Talmadge,79,Copacabana,220002-000,RJ,433.88,96.31
372,Prissie,Phelan,1971-03-28 06:13:22.143596,Feminino,pphelanab@gmail.com,Não,898-579-1212,Não,Não,774-577-4522,Oak,74,Tijuca,205001-000,RJ,176.91,7.81
373,Sonnnie,Winsiowiecki,2004-10-20 06:13:22.143596,Feminino,swinsiowieckiac@gmail.com,Sim,806-166-0390,Sim,Não,493-745-4680,Debra,62294,Copacabana,220009-000,RJ,101.05,4.05
374,Jermaine,O'Lennachain,1976-08-31 06:13:22.143596,Masculino,jolennachainad@gmail.com,Não,249-150-8756,Sim,Não,138-925-3063,Raven,440,Tijuca,205002-000,RJ,310.87,16.32
375,Tana,Sautter,1994-03-31 06:13:22.143596,Outros,tsautterae@hotmail.com,Não,268-703-0685,Sim,Não,137-564-7250,Vera,20835,Tijuca,205001-000,RJ,185.39,40.74
376,Kinnie,Alpe,2000-11-23 06:13:22.143596,Masculino,kalpeaf@gmail.com,Sim,731-127-1425,Sim,Sim,645-994-0866,Pond,6523,Barra da Tijuca,226008-000,RJ,376.72,11.02
377,Quentin,Domange,1991-07-02 06:13:22.143596,Masculino,qdomangeag@hotmail.com,Não,824-787-1524,Não,Sim,504-525-7257,Thompson,4227,Barra da Tijuca,226009-000,RJ,162.46,22.74
378,Margareta,Galvin,1974-07-29 06:13:22.143596,Feminino,mgalvinah@gmail.com,Não,548-220-7430,Não,Sim,315-776-5693,Northridge,7,Tijuca,205003-000,RJ,301.1,26.48
379,Sidney,Rosenzveig,1987-08-31 06:13:22.143596,Masculino,srosenzveigai@gmail.com,Sim,272-550-2126,Sim,Sim,226-723-6370,Marcy,2448,Tijuca,205001-000,RJ,380.57,76.28
380,Carleen,Viollet,1980-09-27 06:13:22.143596,Feminino,cviolletaj@hotmail.com,Não,760-940-2652,Sim,Sim,882-467-2404,Dovetail,4745,Copacabana,220002-000,RJ,473.76,9.11
381,Lowell,Woollacott,2001-10-20 06:13:22.143596,Masculino,lwoollacottak@gmail.com,Não,259-134-7912,Não,Sim,615-400-1962,Donald,1,Barra da Tijuca,226009-000,RJ,360.28,31.38
382,Chris,Maingot,1969-12-21 06:13:22.143596,Masculino,cmaingotal@gmail.com,Não,103-553-6648,Não,Sim,558-720-8271,Dennis,2259,Copacabana,220007-000,RJ,331.75,35.85
383,Matthew,Scotchbourouge,1983-05-19 06:13:22.143596,Masculino,mscotchbourougeam@hotmail.com,Sim,746-959-1823,Sim,Sim,892-824-5376,Vermont,52,Barra da Tijuca,226004-000,RJ,83.73,98.86
384,Diane,MacCauley,1981-04-11 06:13:22.143596,Feminino,dmaccauleyan@hotmail.com,Sim,423-719-7843,Sim,Não,981-569-7349,Chive,84,Barra da Tijuca,226007-000,RJ,80.93,52.41
385,Gusta,Muldoon,1992-11-01 06:13:22.143596,Feminino,gmuldoonao@gmail.com,Sim,741-306-3118,Sim,Não,916-375-3186,Morningstar,81411,Barra da Tijuca,226002-000,RJ,110.39,55.59
386,Huntley,Wardle,2000-09-12 06:13:22.143596,Masculino,hwardleap@gmail.com,Sim,684-538-4149,Sim,Não,461-253-2388,Fallview,83,Copacabana,220009-000,RJ,113.49,71.41
387,Theodosia,Wyndham,1994-03-11 06:13:22.143596,Feminino,twyndhamaq@hotmail.com,Sim,176-863-2547,Não,Não,280-202-0530,Portage,4,Copacabana,220009-000,RJ,76.31,52.24
388,Corny,Warlawe,1978-05-09 06:13:22.143596,Masculino,cwarlawear@gmail.com,Sim,338-375-8692,Não,Não,357-907-9352,Hooker,75,Barra da Tijuca,226004-000,RJ,368.24,91.31
389,Lesli,Grabb,2002-07-28 06:13:22.143596,Feminino,lgrabbas@hotmail.com,Sim,919-754-8775,Não,Sim,332-143-0732,Aberg,63,Tijuca,205005-000,RJ,196.21,20.71
390,Chase,Vaudin,1978-04-22 06:13:22.143596,Masculino,cvaudinat@gmail.com,Não,834-143-5779,Sim,Não,516-913-2576,Helena,322,Copacabana,220002-000,RJ,149.12,41.55
391,Deeyn,Guttridge,2002-03-17 06:13:22.143596,Feminino,dguttridgeau@gmail.com,Não,520-573-8196,Não,Sim,532-131-7869,Mayfield,32598,Tijuca,205003-000,RJ,355.98,3.1
392,Rebeca,Crichmere,1967-07-21 06:13:22.143596,Feminino,rcrichmereav@gmail.com,Não,424-506-4672,Sim,Não,328-565-4207,Di Loreto,1,Copacabana,220003-000,RJ,152.36,41.73
393,Crichton,Lehrer,1994-10-15 06:13:22.143596,Masculino,clehreraw@hotmail.com,Sim,785-701-7710,Não,Não,972-176-1565,Westerfield,7912,Tijuca,205003-000,RJ,326.57,87.69
394,Min,Monier,1978-05-18 06:13:22.143596,Feminino,mmonierax@gmail.com,Não,999-801-1472,Sim,Sim,379-407-3313,Prairieview,10,Tijuca,205006-000,RJ,73.33,49.72
395,Dulcie,Nussii,1971-08-17 06:13:22.143596,Feminino,dnussiiay@hotmail.com,Sim,233-797-2816,Sim,Não,743-500-3718,Morrow,575,Barra da Tijuca,226001-000,RJ,142.37,28.5
396,Sterling,Skones,1994-01-09 06:13:22.143596,Masculino,sskonesaz@hotmail.com,Não,983-648-0584,Sim,Sim,457-367-9285,2nd,77410,Tijuca,205005-000,RJ,409.5,47.32
397,Xymenes,Brewis,1973-08-05 06:13:22.143596,Masculino,xbrewisb0@gmail.com,Sim,608-746-3084,Sim,Sim,617-483-1710,Miller,15,Tijuca,205005-000,RJ,325.8,47.81
398,Edeline,Gertz,2005-05-05 06:13:22.143596,Feminino,egertzb1@gmail.com,Não,504-719-1441,Sim,Sim,503-389-2225,Dawn,93641,Copacabana,220009-000,RJ,152.87,57.43
399,Mariska,Domenc,1966-09-25 06:13:22.143596,Feminino,mdomencb2@gmail.com,Sim,225-775-2996,Não,Sim,226-297-5177,Dixon,3,Copacabana,220008-000,RJ,146.29,45.18
400,Darryl,Vischi,1977-12-29 06:13:22.143596,Masculino,dvischib3@gmail.com,Não,615-350-7213,Sim,Não,781-618-2962,Gerald,98,Barra da Tijuca,226006-000,RJ,88.02,77.37
401,Skyler,Biss,1985-08-22 06:13:22.143596,Masculino,sbissb4@gmail.com,Não,892-605-7189,Não,Não,334-942-2172,Maple Wood,18054,Copacabana,220009-000,RJ,340.25,69.78
